epoch_index,wsmi_scalar,subject_id,band
0,0.00041283890311107584,patient12_window16s_stride1s-epo,delta
1,0.0008252590749862156,patient12_window16s_stride1s-epo,delta
2,0.0019733211613897467,patient12_window16s_stride1s-epo,delta
3,0.0014428638825443529,patient12_window16s_stride1s-epo,delta
4,0.001192403653867472,patient12_window16s_stride1s-epo,delta
5,0.0018444109719068654,patient12_window16s_stride1s-epo,delta
6,0.0010532996235319656,patient12_window16s_stride1s-epo,delta
7,0.0013020383355488393,patient12_window16s_stride1s-epo,delta
8,0.0018333544615475805,patient12_window16s_stride1s-epo,delta
9,0.0019164655867352238,patient12_window16s_stride1s-epo,delta
10,0.0014046635488042614,patient12_window16s_stride1s-epo,delta
11,0.0014176011316980874,patient12_window16s_stride1s-epo,delta
12,0.0016410588824413766,patient12_window16s_stride1s-epo,delta
13,0.0009249663348323075,patient12_window16s_stride1s-epo,delta
14,0.00037045538211095275,patient12_window16s_stride1s-epo,delta
15,-7.088083497512193e-05,patient12_window16s_stride1s-epo,delta
16,6.986209912900861e-05,patient12_window16s_stride1s-epo,delta
17,0.0007440160719352391,patient12_window16s_stride1s-epo,delta
18,7.591623893945394e-05,patient12_window16s_stride1s-epo,delta
19,-0.0003508848698155596,patient12_window16s_stride1s-epo,delta
20,0.0004342405434721976,patient12_window16s_stride1s-epo,delta
21,0.0003457360782665163,patient12_window16s_stride1s-epo,delta
22,0.00018753985659621328,patient12_window16s_stride1s-epo,delta
23,0.0007712392089123758,patient12_window16s_stride1s-epo,delta
24,0.0009621606143724704,patient12_window16s_stride1s-epo,delta
25,0.0010412800070276535,patient12_window16s_stride1s-epo,delta
26,0.002116920187438043,patient12_window16s_stride1s-epo,delta
27,0.0015973144881616897,patient12_window16s_stride1s-epo,delta
28,0.001853171166642405,patient12_window16s_stride1s-epo,delta
29,0.0021168945598530995,patient12_window16s_stride1s-epo,delta
30,0.0014907461836521467,patient12_window16s_stride1s-epo,delta
