epoch_index,wsmi_scalar,subject_id,band
0,0.0021532477017059417,patient12_window16s_stride1s-epo,theta
1,0.003198315238219397,patient12_window16s_stride1s-epo,theta
2,0.0023470735317736515,patient12_window16s_stride1s-epo,theta
3,0.002303107559099602,patient12_window16s_stride1s-epo,theta
4,0.004089308966623961,patient12_window16s_stride1s-epo,theta
5,0.004751883204429412,patient12_window16s_stride1s-epo,theta
6,0.0032768560380322734,patient12_window16s_stride1s-epo,theta
7,0.0025686525714988125,patient12_window16s_stride1s-epo,theta
8,0.003057287512019247,patient12_window16s_stride1s-epo,theta
9,0.0015176990141695722,patient12_window16s_stride1s-epo,theta
10,0.0011608123461200894,patient12_window16s_stride1s-epo,theta
11,0.002778243418354803,patient12_window16s_stride1s-epo,theta
12,0.0035778417855834607,patient12_window16s_stride1s-epo,theta
13,0.003492743364065247,patient12_window16s_stride1s-epo,theta
14,0.001803438038293322,patient12_window16s_stride1s-epo,theta
15,-0.0003578164231807835,patient12_window16s_stride1s-epo,theta
16,0.0006624962250065526,patient12_window16s_stride1s-epo,theta
17,0.0009825132274128671,patient12_window16s_stride1s-epo,theta
18,-0.0003659642361019178,patient12_window16s_stride1s-epo,theta
19,-0.00010741950608318466,patient12_window16s_stride1s-epo,theta
20,-0.000705033053768918,patient12_window16s_stride1s-epo,theta
21,-0.0010492557655062994,patient12_window16s_stride1s-epo,theta
22,-0.0012752337205243147,patient12_window16s_stride1s-epo,theta
23,-0.002323128494076674,patient12_window16s_stride1s-epo,theta
24,-0.001990079993590199,patient12_window16s_stride1s-epo,theta
25,-0.0023733762419369656,patient12_window16s_stride1s-epo,theta
26,-0.003874598113249666,patient12_window16s_stride1s-epo,theta
27,-0.003198379470830903,patient12_window16s_stride1s-epo,theta
28,-0.003711777529318294,patient12_window16s_stride1s-epo,theta
29,-0.0030433462088197798,patient12_window16s_stride1s-epo,theta
30,-0.002429654383836363,patient12_window16s_stride1s-epo,theta
31,-0.0022650900531410154,patient12_window16s_stride1s-epo,theta
32,-0.0023922078382477003,patient12_window16s_stride1s-epo,theta
33,-0.004006703089751419,patient12_window16s_stride1s-epo,theta
34,-0.0033576698036560633,patient12_window16s_stride1s-epo,theta
35,-0.004037613959429801,patient12_window16s_stride1s-epo,theta
36,-0.0029234410757125713,patient12_window16s_stride1s-epo,theta
37,-0.002771374088760029,patient12_window16s_stride1s-epo,theta
38,-0.002311308034865979,patient12_window16s_stride1s-epo,theta
39,-0.0009357903713821105,patient12_window16s_stride1s-epo,theta
40,-0.0022307923577763993,patient12_window16s_stride1s-epo,theta
41,-7.749410489020645e-05,patient12_window16s_stride1s-epo,theta
42,0.0009613376537064248,patient12_window16s_stride1s-epo,theta
43,0.001597884193026235,patient12_window16s_stride1s-epo,theta
44,0.0025660104004185794,patient12_window16s_stride1s-epo,theta
45,0.002339413878716853,patient12_window16s_stride1s-epo,theta
46,0.001350584639466242,patient12_window16s_stride1s-epo,theta
47,1.8118259856343185e-05,patient12_window16s_stride1s-epo,theta
48,-0.0013327996628444787,patient12_window16s_stride1s-epo,theta
49,0.00026650693846023423,patient12_window16s_stride1s-epo,theta
50,-0.0010499563215579071,patient12_window16s_stride1s-epo,theta
51,0.00038176987465853284,patient12_window16s_stride1s-epo,theta
52,-0.0002720298133340679,patient12_window16s_stride1s-epo,theta
